['বিশ্বে', 'পাগলামি', 'উমর', 'ভুয়ো', 'অপরাধ', 'মণ্ডলের', 'পড়লে', 'ভাইকে', 'লঞ্চ', 'রানওয়ে']
['পাছে', 'পঞ্চায়েত', 'বিধি', 'বরাদ্দ', 'আনসার', 'একটুখানি', 'পোষ্ট', 'বিডিও', 'সহকারী', 'এটাতো']
['পাছে', 'পঞ্চায়েত', 'বিধি', 'বরাদ্দ', 'মাউস', 'আনসার', 'একটুখানি', 'পোষ্ট', 'সহকারী', 'সংহত']
['শ্যালিকা', 'জেসিকা', 'শিক্ষনীয়', 'নিবন্ধীকরণ', 'যোনীয়', 'মহাশক্তি', 'সঞ্জিতা', 'জেন্টার', 'সাহিনা', 'আয়োনীয়']
['পাছে', 'পঞ্চায়েত', 'বিধি', 'বরাদ্দ', 'একটুখানি', 'আনসার', 'পোষ্ট', 'এটাতো', 'সহকারী', 'ফাজিল']
['ফুরফুরা', 'পঞ্চায়েত', 'মাউস', 'বিধি', 'পাছে', 'রাজ্যপাল', 'সবচে', 'সেগুন', 'পাট', 'বিরোধ']
['কুৎসিত', 'বাইর', 'হাস্যকর', 'চাইতেই', 'সুশীল', 'বিদেশী', 'লব', 'অপমান', 'ছিলনা', 'ছেলেটা']
['', '', '', '', '', '', '', '', '', '']
['কৃতজ্ঞ', 'বেডের', 'আম্মুকে', 'লাইব্রেরী', 'হয়না', 'রাখিস', 'ব্যাপক', '৫ম', 'বৃহত্তম', 'আফসোস']
['পাছে', 'পঞ্চায়েত', 'বিধি', 'বরাদ্দ', 'পোষ্ট', 'আনসার', 'সহকারী', 'বিডিও', 'মাউস', 'টেন্ডার']
['পঞ্চায়েত', 'বিধি', 'পাছে', 'মাউস', 'বরাদ্দ', 'হনুমান', 'পোষ্ট', 'সহকারী', 'আনসার', 'রাজ্যপাল']
['সও', 'সাময়িকী', 'কিছুকাল', 'অনাকাঙ্ক্ষিত', 'রাসূল', 'বাতি', 'মালামাল', 'ওয়াশিংটন', 'আনন্দময়', 'অভিবাসী']
['গরিষ্ঠ', 'শষ্য', 'নির্ণেয়', 'ভিন্নতর', 'বরিষ্ঠ', 'ঘোরতর', 'ডেবিট', 'সমুন্নত', 'মহিন্দর', 'পিওর']
['ছেলেটি', 'দ্বী', 'স্বৈরাচার', 'দলও', 'দুর্ভাগ্য', 'বেসরকারী', 'চেঞ্জ', '৯', 'ডাল', 'বিকেল']
['বিধি', 'পঞ্চায়েত', 'পাছে', 'মাউস', 'সচিব', 'আংশ', 'বরাদ্দ', 'হনুমান', 'পোষ্ট', 'আমীন']
['সঞ্জনা', 'আস্থানা', 'গঞ্জনা', 'পদচারনা', 'সেলেনা', 'জাফনা', 'ডায়না', 'মারিনা', 'দোলনা', 'জুয়ানা']
['কনেল', 'টিকল', 'গরল', 'সিকল', 'চপল', 'লইল', 'বিয়েল', 'গুজরাল', 'আটকাল', 'কারল']
['গৌণ', 'তোষণ', 'সারণ', 'শ্রমণ', 'শাণ', 'গমণ', 'ত্বরণ', 'সংক্ষেপণ', 'কপ্ট', 'পীড়ণ']
['পাছে', 'পঞ্চায়েত', 'বিধি', 'বরাদ্দ', 'একটুখানি', 'আনসার', 'এটাতো', 'পোষ্ট', 'বিডিও', 'ফাজিল']
['রাসূল', 'কিছুকাল', 'সও', 'স্বামীজী', 'ইয়াহু', 'ফিল্ডিং', 'ক্লাশ', 'রোকেয়া', 'অবসর', 'ডিজিটাল']
['সও', 'অনাকাঙ্ক্ষিত', 'কিছুকাল', 'সাময়িকী', 'আনন্দময়', 'লিফট', 'বাতি', 'অভিবাসী', 'আংশ', 'সওজ']
['ঠুনকো', 'অহর্নিশ', 'কীর্ণাহার', 'কস্তুরী', 'বোস্তামি', 'মেন্ডেট', 'হাম্মাদ', 'কুর্নিশ', 'রিঙ্কেশ', 'আফ্\u200cফান']
['পঞ্চায়েত', 'পাছে', 'ফুরফুরা', 'বিধি', 'মাউস', 'বাণিজ্যে', 'কুমিল্লায়', 'সেটি', 'সে\u200cটি', 'সবচে']
['দুর্নাম', 'নিপাত', 'চাহাত', 'বয়াম', 'সম্পাত', 'হেয়াত', 'ফিতান', 'এগোয়নি', 'পশ্চাত', 'জামারাত']
['দুর্ভাগ্য', '·', 'দলও', 'স্বৈরাচার', 'দ্বী', 'চুক্তি', 'হ্যা', 'ক্ষম', 'ফ্রী', 'আফ্রিকা']
['খানম', 'অলিম্পিক', 'স্টাম্প', 'আফরোজা', 'নাম্বারে', 'গ্যালারি', 'রিভিউ', 'উদ্দীন', 'উদ্\u200cদীন', 'অনধিক']
['যেখানেই', 'সাধুবাদ', '২', 'সময়ই', 'খান', 'আকতার', 'মূল্যে', 'দেশী', 'কাজটি', 'স্যুপ']
['পাছে', 'বিধি', 'পঞ্চায়েত', 'বরাদ্দ', 'পোষ্ট', 'আনসার', 'বিডিও', 'সহকারী', 'টেন্ডার', 'একটুখানি']
['বাসায়', 'হাউসে', 'ক্যারিয়ার', 'দায়বদ্ধ', 'আইল্যান্ড', 'তাড়াতাড়ি', 'প্রকৌশলী', 'ওয়াশিংটনে', 'রাজকুমারী', 'বারান্দায়']
['কুমারের', 'অস', 'সাইট', '৯', 'পরিষদ', 'সহ', 'ক্ষম', 'ক্রিকেটে', 'সরকার', 'আধার']
['বিশ্বেশ্বর', 'ভুবনেশ্বর', 'বীরেশ্বর', 'জ্ঞানেশ্বর', 'শুগার', 'ফ্লাক্স', 'দোলেশ্বর', 'নশ্বর', 'মহানায়ক', 'হিমাগার']
['ক্লাবস', 'মারিস', 'মরিস', 'দিয়াস', 'মেধস', 'উতস', 'রানস', 'তোরেস', 'বলস', 'সালাস']
['তীরে', 'অস্বস্তি', 'বেরুতে', 'মারধর', 'বালুর', 'এ্যা', 'ছাড়বে', 'জন্যে', 'যোগদানের', 'টাউন']
['রাসূল', 'বিআই', 'ফিল্ডিং', 'অনুমোদন', 'জরুরী', 'কিছুকাল', 'রোকেয়া', 'জ্বি', 'নত', 'স্বামীজী']
['সওজ', 'লিফট', 'সহায়ক', 'আনন্দময়', 'সও', 'আংশ', 'অনাকাঙ্ক্ষিত', 'আমীন', 'পেয়ার', 'তথ্যে']
['সওজ', 'পাছে', 'লিফট', 'পেয়ার', 'সহায়ক', 'আমীন', 'বরাদ্দ', 'বুকিং', 'ওসি', 'ি']
['সওজ', 'লিফট', 'আংশ', 'সহায়ক', 'আনন্দময়', 'আমীন', 'পেয়ার', 'পাছে', 'বিধি', 'স্বদেশ']
['সও', 'লিফট', 'অনাকাঙ্ক্ষিত', 'সওজ', 'সহায়ক', 'রয়টার', 'কিছুকাল', 'তথ্যে', 'অভিবাসী', 'আনন্দময়']
['পাছে', 'পঞ্চায়েত', 'বিধি', 'বরাদ্দ', 'আনসার', 'পোষ্ট', 'একটুখানি', 'মাউস', 'সহকারী', 'হনুমান']
['ধনী', 'রক্ষায়', 'সিট', 'বলেছিলে', 'মিডিয়াম', 'একদিন', 'সাজাপ্রাপ্ত', 'বৈধতা', 'আশ্রম', 'দিয়েছ']
['পঞ্চায়েত', 'পাছে', 'বিধি', 'মাউস', 'বরাদ্দ', 'একটুখানি', 'আনসার', 'সংহত', 'ফাজিল', 'গিয়াস']
['পাছে', 'পঞ্চায়েত', 'বিধি', 'বরাদ্দ', 'আনসার', 'একটুখানি', 'মাউস', 'পোষ্ট', 'সহকারী', 'সংহত']
['নিরাপদ', 'ঝুঁকিপূর্ণ', 'বীর', 'প্রতিনিয়ত', 'গোলাপি', 'পর্যবেক্ষণে', 'টাঙানো', 'বাস্তবায়ন', 'এবছর', 'জনগোষ্ঠীর']
['সও', 'সাময়িকী', 'আংশ', 'আনন্দময়', 'সচিব', 'সওজ', 'মালামাল', 'ওয়াশিংটন', 'অনাকাঙ্ক্ষিত', 'সহায়ক']
['পাছে', 'পঞ্চায়েত', 'বিধি', 'বরাদ্দ', 'পোষ্ট', 'মাউস', 'আনসার', 'সহকারী', 'হনুমান', 'বিডিও']
['রাসূল', 'ইয়াহু', 'কিছুকাল', 'স্বামীজী', 'ইসলামে', 'মিরপুর', 'ফিল্ডিং', 'নীচে', 'ক্লাশ', 'দ্রব্যের']
['আনন্দময়', 'আংশ', 'বিধি', 'সওজ', 'পাছে', 'আমীন', 'পঞ্চায়েত', 'লিফট', 'সহায়ক', 'পোষ্ট']
['ভিজা', 'ভাজি', 'বালিকারা', 'রমিজা', 'ইলেক্ট্রা', 'গগনা', 'মোরশেদা', 'মনেরা', 'জামিলা', 'মিতি']
['বিধি', 'পঞ্চায়েত', 'পাছে', 'আংশ', 'সচিব', 'মাউস', 'আমীন', 'সওজ', 'বরাদ্দ', 'পোষ্ট']
['ফুরফুরা', 'পাবনার', 'তাত', 'পঞ্চায়েত', 'কর্মস্থলে', 'সার্জন', 'পাট', 'মাউস', 'সবচে', 'বাঙ্গুরা']
['আঁটসাঁট', 'মচমচে', 'উপঢৌকন', 'উলুধ্বনি', 'মোত্তালিব', 'সরীসৃপ', 'সমস্যাসঙ্কুল', 'খিটখিটে', 'স্যাক্রিফাইস', 'ভাতৃদ্বয়']
['ভালো', 'ভা\u200cলো', 'ডাক্তারদের', 'পাবলিক', 'পরেছে', 'প্রজন্ম', 'একদিন', 'কমিশনে', 'দূষিত', 'মিডিয়াম']
['লিফট', 'সওজ', 'রয়টার', 'সহায়ক', 'তথ্যে', 'অনুমোদন', 'রসুল', 'গ্রামীন', 'প্রাণিসম্পদ', 'অনুরোধ']
['সওজ', 'পাছে', 'লিফট', 'পেয়ার', 'সহায়ক', 'আমীন', 'বরাদ্দ', 'বুকিং', 'ওসি', 'ি']
['নাম্বারে', 'আফরোজা', 'সুমনা', 'দামের', 'ক্রেতারা', '50', 'মদিনা', 'উদ্দীন', 'উদ্\u200cদীন', 'ব্যতীত']
['স্যালভেশন', 'মেকপিস', 'শোপিস', 'অভিবাবক', 'আজীবক', 'ঔদক', 'সংরক্ষক', 'আচ্ছাদক', 'প্রয়োজক', 'ওভেশন']
['কর্ম', 'বাড়িওয়ালা', 'চোয়াল', 'নগরী', 'অন্যদিকে', 'অন\u200d্যদিকে', 'ছেলেও', 'দুজনেই', 'রাখছি', 'খাওয়াতে']
['অটিস্টিক', 'মনোভাবের', 'বৃক্ষচারী', 'ধরার', 'পেছনের', 'মাধ্যমেও', 'রক্ষার্থে', 'তাঁর', 'ট্রাকের', 'আর্মার্ড']
['মনোভাবের', 'বৃক্ষচারী', 'পেছনের', 'কখনওই', 'মাধ্যমেও', '65', 'গোষ্ঠীর', 'ধরার', 'রক্ষার্থে', 'অঞ্চলের']
