['চাচা', '২০১২', 'তৃতীয়', 'পরিত্রাণ', 'মৃত্যুদন্ড', 'সালে', 'সা\u200cলে', '\u200eসালে', 'বাংলাদেশেও', 'বংশধর']
['পাঠিকা', 'নাটিকা', 'উপন্যাসিকা', 'বটিকা', 'রিতিকা', 'কুমারিকা', 'চলন্তিকা', 'সোনিকা', 'পরিচালিকা', 'তমালিকা']
['পুরোহিত', 'উর্মিলা', 'কন্সার্ট', 'পৌরনিক', 'উদ্ভোধনী', 'বন্যজীবনের', 'প্রেমতোষ', 'তানজিলা', 'দ্যুমা', 'পান্থপথের']
['পুরোহিত', 'উর্মিলা', 'ঘরামী', 'বন্যজীবনের', 'কন্সার্ট', 'তানজিলা', 'পাটাতন', 'প্রেষণ', 'উদ্ভোধনী', 'পৌরনিক']
['পাঠিকা', 'নাটিকা', 'সোনিকা', 'শারিকা', 'উপন্যাসিকা', 'রিতিকা', 'কনিকা', 'পরিচালিকা', 'তমালিকা', 'হারমোনিকা']
['ডানায়িনি', 'নিনিত', 'কার্ডিনি', 'মাজিনি', 'চিত্রলের', 'ঘরামী', 'কন্সার্ট', 'ইম্পালা', 'পূর্বতন', 'অ্যাপার্ট']
['পাঠিকা', 'নাটিকা', 'উপন্যাসিকা', 'বটিকা', 'রিতিকা', 'কুমারিকা', 'চলন্তিকা', 'পরিচালিকা', 'সোনিকা', 'চালিকা']
['পাঠিকা', 'নাটিকা', 'উপন্যাসিকা', 'বটিকা', 'রিতিকা', 'কুমারিকা', 'চলন্তিকা', 'পরিচালিকা', 'সোনিকা', 'চালিকা']
['পাঠিকা', 'নাটিকা', 'উপন্যাসিকা', 'বটিকা', 'রিতিকা', 'কুমারিকা', 'চলন্তিকা', 'পরিচালিকা', 'সোনিকা', 'চালিকা']
['পাঠিকা', 'নাটিকা', 'উপন্যাসিকা', 'বটিকা', 'রিতিকা', 'কুমারিকা', 'চলন্তিকা', 'পরিচালিকা', 'সোনিকা', 'চালিকা']
['সংখ্যালঘুদের', 'সন্ত্রাসী', 'হাসছে', 'পুলিশকে', 'ধরে', 'ধ\u200cরে', 'চাইনা', 'সমিতি', 'বেকারত্ব', 'ছেলেমেয়ে']
['টিচার', 'কাউন্সিলর', 'খাই', 'প্রশিক্ষক', 'হইলেও', 'অসন্তুষ্ট', 'ড্রাইভিং', 'অগ্রগতি', 'ভালবাসে', 'হওয়াটা']
['মানববন্ধনসহ', 'আছিয়া', 'কলেজসহ', 'আহমদসহ', 'সাহিত্যধারার', 'ইসলামিসহ', 'তেরিয়ান', 'ইনস্টিটিউটসহ', 'শিক্ষকসহ', 'রক্সের']
['পাঠিকা', 'নাটিকা', 'উপন্যাসিকা', 'বটিকা', 'রিতিকা', 'কুমারিকা', 'চলন্তিকা', 'পরিচালিকা', 'সোনিকা', 'চালিকা']
['পাঠিকা', 'নাটিকা', 'উপন্যাসিকা', 'বটিকা', 'রিতিকা', 'কুমারিকা', 'চলন্তিকা', 'পরিচালিকা', 'সোনিকা', 'চালিকা']
['পাঠিকা', 'নাটিকা', 'উপন্যাসিকা', 'বটিকা', 'রিতিকা', 'কুমারিকা', 'চলন্তিকা', 'সোনিকা', 'পরিচালিকা', 'তমালিকা']
['পাঠিকা', 'নাটিকা', 'উপন্যাসিকা', 'রিতিকা', 'বটিকা', 'সোনিকা', 'পরিচালিকা', 'শারিকা', 'তমালিকা', 'হারমোনিকা']
['অধিনায়িকা', 'আশফাক', 'দেলুতি', 'উদ্বৃতি', 'একগামী', 'বুনিয়াদ', 'তাবলীগ', 'দূরীকরণ', 'সাহিদা', 'চিডল']
['থামে', 'অভিশপ্ত', 'কর্মজীবন', 'খট', 'সমাবেশে', 'সন্ত্রাসীদের', 'প্রতিক্রিয়াশীল', 'ফোক', 'জাগিয়ে', 'ঋজু']
['চাচা', 'অমুসলিম', 'তৃতীয়', 'পাইলে', 'লাগি', 'ওয়ানডেতে', 'মৃত্যুদন্ড', 'ট্রাইব্যুনালে', 'দায়িত্বও', 'হলফ']
['অন্ন', 'পাড়ি', 'আবশ্যক', 'চুপচাপ', 'একতা', 'সাতক্ষীরার', 'রক্তক্ষয়ী', 'পারত', 'কালি', 'ব্রিটিশরা']
['', '', '', '', '', '', '', '', '', '']
['সম্মাননা', 'নিও', 'পেখম', 'আগেই', 'জনই', 'চূড়া', 'সর্বজন', 'সামু', 'জুড', 'থাকব']
['জেলে', 'ভক্তের', 'জোয়ার', 'পৈশাচিক', 'পিছন', 'দাঁড়ায়', 'ট্রেনে', 'পুলিশ', 'পু\u200cলিশ', 'গোত্র']
['ধোপা', 'মনপা', 'মারপা', 'মেটেপা', 'সুমপা', 'ভাঁপা', 'রোপা', 'সপা', 'শীপা', 'পেঁপা']
['বেদে', 'বালে', 'কুড়ে', 'মঠে', 'লালে', 'নলে', 'বেলুনে', 'কুকুরে', 'মন্ডলে', 'ড্যামে']
['সন্তানদের', 'আমাদের', 'হান', 'নিক', 'আজান', 'ভালোই', 'সেদিনই', 'হত্যা', 'আস্তিক', 'রঙে']
['ছেলে', 'ছে\u200cলে', 'সামনে', 'বিবরণী', 'প্ল্যাটফর্মে', 'বাগান', 'নেতৃত্বে', 'পারলেও', 'আগেও', 'নিল']
['বর', 'ব্যবহারকারী', 'জনাব', 'লাখ', 'পায়েল', 'ধরলাম', 'আব্বু', 'একাউন্ট', 'চিন্তা', 'আদিত্য']
['লকডাউন', 'খোকা', 'খুনসুটি', 'রাখেনি', 'জঞ্জাল', 'জয়ন্ত', 'গোয়াল', 'সাহাব', 'বয়ে', 'রাত্রিতে']
['কাঙ্গাল', 'নোডাল', 'স্যাম্পেল', 'স্পঞ্জর', 'টাইডাল', 'কুর্টজ', 'মুগডাল', 'দৌর্বল্য', 'জেব্বাল', 'উচ্চকিত']
['বাঘ', 'ধরেছে', 'জোয়ার', 'ফর্সা', 'মোর্চা', 'ভোটার', 'কইতে', 'বিবর্তন', 'তিনজনে', 'জেলে']
['তাতেই', 'হাটে', 'বিশ্ব', '১৫ই', 'ব্রিটিশরা', 'মিনিস্টার', '২০২১', 'সৃষ্টি', 'সৃ\u200cষ্টি', 'মাইলফলক']
['তেজস্বী', 'স্বকীয়', 'শিক্ষাথী', 'জন্মলগ্ন', 'এইনু', 'ভাগ্নী', 'মতোয়ালী', 'অধিকারিণী', 'আধুনিকমনস্ক', 'রঙ্গিলা']
['আইনগত', 'কিশোরী', 'দাবা', 'থাকব', 'অবিভক্ত', 'শুনেই', 'সকলকে', 'প্রস্তুতির', 'অনুষ্ঠানের', 'বৃদ্ধ']
['নর', 'ওয়ার্ন', 'মেটা', 'ক্ষমতার', 'কমিউনিটির', 'মাহ', 'অন্য', 'অন\u200d্য', 'চিন্তিত', 'গাছটা']
['এইটাই', 'যেটা', 'ন্যাপ', 'মাঠেই', 'ফ্রেশ', 'জোয়ারে', 'আসবেই', 'গুঞ্জা', 'দূরেই', 'স্য']
['গুণবান', 'রূপবান', 'দায়িত্ববান', 'স্বাস্থ্যবান', 'সংস্কৃতিবান', 'আদর্শবান', 'নীতিবান', 'অস্তিত্ববান', 'মেজবান', 'মগবান']
['পুণ্যবান', 'ধনবান', 'সামর্থবান', 'বিত্তবান', 'রূপবান', 'দয়াবান', 'মেজবান', 'মর্যাদাবান', 'গুণবান', 'ন্যায়বান']
['বুদ্ধিমান', 'রাখে', 'বসেছিল', 'একে', 'নেতৃত্বের', 'নাটোরের', 'রেফারেন্স', 'খেতেই', 'বাড়ির', 'গুলোও']
['শ্রীমান', 'জমিদান', 'খারান', 'সোপান', 'কিয়ান', 'হুনান', 'বলবান', 'শাহান', 'জাফরান', 'সাইয়ান']
['সম্মাননা', 'ঝাঁকিয়ে', 'নিং', 'আইনের', 'জুড', 'পরাধীন', 'পাটা', 'সোসাইটির', '22', 'ভিটামিন']
['সীমাবদ্ধতা', 'ক্ষোভ', 'ভীতু', 'পিউ', 'কৌতূহলী', 'দরজাটা', 'পথটা', 'জলসা', 'অগ্রগতির', 'ভালোই']
['সম্মাননা', 'ঝাঁকিয়ে', 'নিং', 'আইনের', 'জুড', 'পরাধীন', 'পাটা', 'সোসাইটির', '22', 'ভিটামিন']
['যেতেই', 'সকলকে', 'রক্তক্ষয়ী', 'মিথ্যাচার', 'পাড়ি', 'ব্রিটিশরা', 'ভারতীয়', 'বাংলাদেশিরা', 'বৈশিষ্ট্য', 'বৈ\u200cশিষ্ট্য']
['ছাত্র', 'বেরোচ্ছে', 'সমিতি', 'ভোটাধিকার', 'উনিশ', 'ছাত্রছাত্রী', 'দারোগা', 'মেয়েটা', 'খাই', 'পুলিশকে']
['শিক্ষক', 'যাইনি', 'হয়নি', 'আসেননি', 'কইরা', 'করেছিস', 'করিতেছি', 'লাগছে', 'দেখেছি', 'করিনি']
['নেতা', 'তুলল', 'থাকিয়া', 'টেরর', 'করত', 'পাড়ে', 'প্রায়শ্চিত্ত', 'তাকাতেই', 'লাগায়', 'আইটি']
['সম্মাননা', 'ঝাঁকিয়ে', 'অবিভক্ত', 'নিও', 'ভিটামিন', 'নব', 'পেখম', 'জুড', 'জনই', 'নিং']
['সম্মাননা', 'ঝাঁকিয়ে', 'নিং', 'আইনের', 'জুড', 'পরাধীন', 'পাটা', 'সোসাইটির', '22', 'ভিটামিন']
['শব্দটির', 'সুগন্ধ', 'বসল', 'ভূমিকায়', 'মাপের', 'রোনাল্ড', 'মেরুদণ্ড', 'আপ', 'রোনাল্ডো', '২৯']
['হাতছাড়া', 'ভীতু', 'বলেছি', 'অবাস্তব', 'তারাও', 'কৈশোর', 'একা', 'সীমাবদ্ধতা', 'লিপ্ত', 'পক্ষান্তরে']
['শ্রমিক', '194', 'যেতেও', 'তারিক', 'দেবো', 'ফালতু', 'খাজ', 'হলেই', 'খুন', 'দমন']
['বাবা', 'ওয়েস্টার্ন', 'জেলা', 'ভণ্ড', 'প্রেমিক', 'ডাকবে', 'পিএইচডি', 'বাদেই', 'কাজল', 'নাল']
['চাচা', 'অমুসলিম', 'লাগি', 'তৃতীয়', 'পাইলে', 'ওয়ানডেতে', 'ট্রাইব্যুনালে', 'মৃত্যুদন্ড', 'দায়িত্বও', 'দিলে']
