['চা', 'চি', 'মা', 'চং', 'মাচ', 'ওচ', 'ওচা', 'চাম', 'আচা', 'ঘা']
['টাঙ্গানিকা', 'বাঙ্গালিরা', 'কাজিরাঙ্গা', 'বাঙ্গালির', 'বাঙ্গালি', 'কাঙ্গাল', 'মালিঙ্গার', 'কাঙ্গালিনী', 'কালিগঙ্গা', 'কালিকামঙ্গল']
['বাঘি', 'বিঘা', 'বাঘা', 'বাঘ', 'বিঘার', 'বাহি', 'বাজি', 'বাঘিল', 'বিমা', 'বিঘাই']
['যোগিনী', 'যোগী', 'যোগীর', 'নিয়োগী', 'যোগীরা', 'মনোযোগী', 'সংযোগী', 'যোগিনীর', 'যোগীকে', 'গোমতী']
['তেজস্বিনী', 'তেজস্বীর', 'মেস্তিজো', 'তেজস্বী', 'গীতিস্বামী', 'রিজেন্সিতে', 'বুড়িতিস্তা', 'বেলুচিস্তানে', 'ক্রিস্তিনের', 'স্বস্তিতেই']
['কিশোরটি', 'কিশোরটির', 'কিশোর', 'হরকিশোর', 'শিশুটির', 'শিরোমণির', 'কিশোরই', 'কিশোরীটির', 'হিরোশিমা', 'পরিশোধিত']
['নর', 'নির', 'নরি', 'নি', 'রনি', 'নরা', 'রিন', 'নরম', 'নার', 'রন']
['সুরিন্দর', 'সুন্দরি', 'সিন্দুর', 'সুন্নিদের', 'সুরিন্দার', 'কাসুন্দি', 'পুরিন্দা', 'বিন্দুসার', 'দুর্দিন', 'সুনন্দার']
['গুণাবলি', 'গুণবান', 'গুণাবলির', 'চুনিবালা', 'গুনাবলি', 'লিচুবাগান', 'গণবাহিনী', 'অনুবিভাগ', 'করুণানিধান', 'অগ্নিবাণ']
['পুণ্যবান', 'স্প্যানিয়', 'গুণান্বিত', 'পুর্ণিয়া', 'ম্যান্ডিবল', 'প্ল্যানিং', 'পুনঃবিন্যাস', 'পুষ্পবিন্যাস', 'অনুপ্রাণিত', 'হ্যান্ডবিল']
['বুদ্ধিমান', 'বুদ্ধিমানের', 'যুদ্ধবিমান', 'বুদ্ধিনাথ', 'নাম্বুদিরি', 'সন্তুষ্টিবিধান', 'যুদ্ধবিমানটি', 'নির্বুদ্ধিতার', 'নাজিমুদ্দিন', 'নির্দ্বিধায়']
['কীর্তিমান', 'শ্রীনিবাস', 'শ্রীমান', 'মার্কিনীরা', 'কাশ্মিরীর', 'শ্রীনিবাসন', 'কীর্তিনাশা', 'শ্রীনাথজি', 'কাশ্মীরিরা', 'মূর্তিমান']
['বিজয়া', 'বাড়িটি', 'বিজয়ন', 'বিজয়', 'বিজয়িনী', 'বিজ্জি', 'রিজিয়া', 'জিটুজি', 'লিবিয়া', 'নিবিড়']
['পাঠিকা', 'পাঠিকার', 'পাঠাক', 'মাপকাঠি', 'পাঠকরা', 'পিঠার', 'ঠিকানা', 'পাকিজা', 'পালিকা', 'পাটকাঠি']
['লেখিকা', 'লেখিকার', 'আলেখিন', 'লেখকই', 'লেখনির', 'লেখকঃ', 'লেখনি', 'লেকিন', 'লিখেনি', 'লেখকরা']
['খোকার', 'খোকা', 'লেখিকা', 'কোকিলা', 'গোপিকা', 'বোকামি', 'খোকসা', 'সোনিকা', 'পোশাকি', 'হোলিকা']
['ছাত্তার', 'ছাত্রটি', 'ছাত্রটির', 'চিত্রার', 'ছাত্ররা', 'চিত্কার', 'ছত্তার', 'পানিছত্র', 'কাতরাচ্ছি', 'ছাপচিত্র']
['শিক্ষিকা', 'শিক্ষিক', 'শিক্ষিকার', 'শিক্ষিতা', 'শিক্ষিত', 'অশিক্ষিত', 'শিক্ষকরা', 'শিক্ষিকারা', 'শিক্ষকতা', 'শিক্ষাটি']
['বেনিতা', 'নেতাজি', 'নিকেতা', 'নেতাই', 'কানেতা', 'নেতার', 'নেতা', 'কেনতা', 'নেতারা', 'নেতাজির']
['পাগলি', 'পাগলা', 'নাগপাল', 'বালিগা', 'পালিকা', 'গলাচিপা', 'চাপিলা', 'পাগল', 'কাপিল', 'পাগলার']
['প্রিয়া', 'প্রিয়', 'প্রিয়ার', 'প্রিয়তা', 'ক্রিমিয়া', 'প্রিন্ট', 'ক্রিপ্ট', 'প্ৰতিটি', 'অপ্রিয়', 'ক্রিয়া']
['কনিষ্ঠা', 'কনিষ্ঠ', 'নিষ্কাষন', 'কনিষ্ঠতম', 'নিষিক্ত', 'একনিষ্ঠ', 'নিষ্কাম', 'নিষ্কাশিত', 'নিরিক্ষা', 'নিষ্কাশন']
['লোকি', 'কোলি', 'লোকির', 'লোকা', 'ঢোলকি', 'কোলিন', 'কলোনি', 'কোকিল', 'কনোলি', 'নিকোল']
['কাশ্মিরি', 'শ্রমিকরা', 'শ্রমিকই', 'মিমিক্রির', 'শ্রমিকও', 'পারিশ্রমিক', 'ড্রিমিং', 'ক্রিমিনাল', 'শ্রমিক', 'কাশ্মির']
['বাবি', 'বাবা', 'বাবল', 'বাসবি', 'বাসব', 'বাবর', 'বাজবি', 'বিবি', 'পাবি', 'কাবি']
['চাচি', 'চাচা', 'চাঁচা', 'চিবচা', 'চাচির', 'চাষি', 'কাচি', 'চাঁচল', 'চাকি', 'ডাচি']
['দাদি', 'দিদা', 'দাদা', 'দাদন', 'দিদি', 'কাদি', 'নাদি', 'দাদির', 'দিদার', 'বাদি']
['', '', '', '', '', '', '', '', '', '']
['নানি', 'নিনা', 'নানা', 'নানস', 'নানক', 'পানি', 'ডানি', 'নিনি', 'কানি', 'মানি']
['জুলে', 'জেলে', 'জেলী', 'চুলে', 'পুলে', 'ঝুলে', 'কুলে', 'জুডে', 'লেজে', 'বেলু']
['তুপি', 'টুপি', 'গুপি', 'রুপি', 'ছুপি', 'কুপি', 'চুপি', 'বুধি', 'ধুপ', 'পুজি']
['বেদে', 'দেবু', 'দুবে', 'বেদী', 'দেবে', 'সুদে', 'রুদে', 'দেগু', 'লেদু', 'কেঁদে']
['গুরু', 'ডুগু', 'চুরু', 'সুরু', 'মুগু', 'মুরু', 'পুরু', 'কুরু', 'বুরু', 'গুরুং']
['ছেলে', 'চুলে', 'মুছে', 'লেচু', 'চেলে', 'হেলু', 'গুলে', 'পুলে', 'পুছে', 'টুলে']
['বর', 'বি', 'বড', 'বস', 'বচ', 'বং', 'বম', 'বহ', 'বল', 'বজ']
['বাদশা', 'বাঁশি', 'বিশদ', 'বাদি', 'বিদিশা', 'শিবদাস', 'রশিদা', 'সদাশিব', 'বিদা', 'আবাদি']
['কার্গিল', 'সাঙ্গলি', 'কাঙ্গাল', 'কাজগুলি', 'পিঙ্গলা', 'কণাগুলি', 'পিঙ্গালি', 'অঙ্গিকা', 'মাঙ্গলিক', 'বাকিগুলি']
['বাঘ', 'বিগ', 'বাঁ', 'বিজ', 'বির', 'বসি', 'বিড', 'বাঘি', 'বহি', 'কবি']
['যুগী', 'রুগী', 'বুগী', 'যুগে', 'গুনী', 'মুগু', 'গুলী', 'যোগী', 'গুপী', 'গুণী']
['তেজস্বী', 'সুতীব্র', 'তেজস্বীর', 'ব্রুজেস', 'তেজস্বিনী', 'ব্রুসেল', 'মুন্সিকে', 'সুবিন্দু', 'রুস্তুম', 'বস্তুই']
['মিশুর', 'বিশুর', 'শিশুর', 'কিশোর', 'মিশুক', 'সুশির', 'শুকরি', 'যিশুর', 'থিরুশ', 'মশিকুর']
['নর', 'নি', 'রন', 'নচ', 'নস', 'নরি', 'নঃ', 'নম', 'নং', 'নব']
['সুন্দর', 'সিন্দু', 'সিন্দুর', 'অসুন্দর', 'সুন্দরি', 'সুন্দ', 'সিন্দুক', 'বুন্দি', 'কুর্দি', 'সুদক্ষ']
['গুণবান', 'সুফিগণ', 'তিনগুণ', 'বনগুলি', 'গুণবাচক', 'পাঁচগুণ', 'গুণাবলি', 'গুণন', 'গুণিত', 'আজগুবি']
['পুণ্যবান', 'পণ্যগুলি', 'সুনিপুণ', 'বিষ্ণুপদ', 'পরিকুণ্ড', 'পণ্যগুলির', 'মুন্সির', 'পুর্ণিমা', 'পুণ্যাহ', 'পুণর্বাসন']
['বুদ্ধিমতি', 'বুদ্ধিমান', 'বুদ্ধিগত', 'মুহিদ্দিন', 'বিন্দুটি', 'বিন্দুগুলি', 'লুম্বিনি', 'বুদ্ধিকা', 'বুদ্ধির', 'পরিশুদ্ধি']
['মুন্সির', 'শিম্বুন', 'নিশুম্ভ', 'কুর্নিশ', 'নির্মুল', 'রুক্মিনি', 'মনিপুরী', 'মুর্শিদ', 'সুনির্মল', 'মুন্নির']
['বিজয়', 'বিজু', 'বিটু', 'বিড়ি', 'বিষয়', 'টুজি', 'মিজু', 'সিটু', 'বুটি', 'বিজে']
['পাঠক', 'পাঁক', 'পিকল', 'পিঠা', 'পিংক', 'পিকট', 'পিঠও', 'কাঠি', 'পিকক', 'সঠিক']
['লেখক', 'লেখি', 'খুকি', 'লিখুক', 'মুখি', 'খুলি', 'মুখই', 'খুশকি', 'মেখল', 'সুখই']
['গুটি', 'গায়কি', 'গায়ক', 'টুকি', 'গরুটি', 'কুটি', 'গিয়া', 'যুগটি', 'গুণটি', 'গুটির']
['ছাত্র', 'ছত্র', 'চিত্র', 'মিত্র', 'ছিদ্র', 'আর্তি', 'অছাত্র', 'জিতুর', 'ছুরি', 'মিতুর']
['শিক্ষক', 'শিক্ষিক', 'শিক্ষণ', 'শিক্ষন', 'অশিক্ষক', 'শিক্ষকও', 'শিক্ষিত', 'শিক্ষকই', 'কণিষ্ক', 'শিক্ষকসহ']
['নেতি', 'রেতি', 'পুতি', 'নেতা', 'তেজি', 'নিতে', 'জেতি', 'নঁতে', 'ডেনি', 'নীতি']
['পাগল', 'পিগস', 'বিগল', 'পাগলি', 'পিকল', 'গসিপ', 'পলিগন', 'আগলি', 'কপিল', 'আপিল']
['প্রিয়', 'অপ্রিয়', 'সুপ্রিয়', 'পুষ্টি', 'সক্রিয়', 'রিপ্রু', 'বিষ্টু', 'পিন্টু', 'পুষ্ট', 'প্রুপিট']
