['আপু', 'খালা', 'মামাতো', 'ঠাকুমা', 'বোন', 'চাচা', 'আম্মু', 'শ্বাশুড়ি', 'বোনের', 'আম্মুর']
['গুণবান', 'গুণগ্রাহী', 'গুণনীয়ক', 'গুণী', 'গুণীর', 'গুণকাম', 'গুণীজন', 'গুণসম্পন্ন', 'গুণবতী', 'গুণান্বিত']
['পুণ্যবান', 'পুণ্যময়', 'গুণবান', 'সুভাষিণীর', 'পুণ্যার্থী', 'দয়াময়ীর', 'গুরুত্তপূর্ণ', 'কুরবান', 'দয়াময়ী', 'গুণগ্রাহী']
['বুদ্ধিমতী', 'বুদ্ধিমান', 'বুদ্ধিদীপ্ত', 'বুদ্ধিসম্পন্ন', 'বুদ্ধিজীবী', 'বুদ্ধিপ্রতিবন্ধী', 'বুদ্ধিকা', 'বুদ্ধিমানের', 'বুদ্ধিমত্তাসম্পন্ন', 'বুদ্ধির']
['শ্রীমান', 'শ্রীমন্ত', 'শ্রীম', 'শ্রীমৎ', 'শ্রীমদ্', 'শ্রীময়ী', 'শ্রীমা', 'শ্রীরাম', 'শ্রীরামকৃষ্ণ', 'শ্রীর']
['পাঠকারী', 'পাঠক', 'পাঠকের', 'পাঠকই', 'পাঠিকার', 'পাঠকে', 'পড়শী', 'পাঠককে', 'পাঠকেরা', 'পাঠিকা']
['লেখক', 'রচনাকার', 'রচনাকারী', 'লেখকের', 'লেখিকার', 'প্রণেতার', 'প্রণেতা', 'লেখকই', 'লেখিকা', 'প্রবন্ধকার']
['গায়কোয়াড়', 'গায়ক', 'গায়ক', 'গীতকার', 'গায়িকার', 'গীতিকার', 'গায়কীর', 'গায়কোয়াড়ের', 'গায়িকার', 'গায়কের']
['খোকা', 'খোকার', 'বাচ্চাকাচ্চা', 'খোকাবাবু', 'খুদে', 'শিশুকন্যা', 'বাচ্চা', 'খোকাকে', 'শিশুসন্তান', 'শিশুকন্যার']
['শিক্ষার্থী', 'ছাত্রী', 'ছাত্র', 'ছাত্রছাত্রী', 'ছাত্রীর', 'ছাত্রনেতা', 'স্টুডেন্ট', 'ছাত্রছাত্রীর', 'শিক্ষার্থীর', 'ছাত্রের']
['শিক্ষক', 'শিক্ষকনেতা', 'শিক্ষিকার', 'শিক্ষয়িত্রী', 'শিক্ষিকা', 'অশিক্ষক', 'শিক্ষকের', 'শিক্ষনুরাগী', 'অধ্যাপনার', 'শিক্ষকই']
['নেতা', 'নেত্রী', 'নেতাকর্মী', 'নেত্রীর', 'নেতার', 'নেতাকর্মীর', 'নেতৃত্বদানকারী', 'নেতাকে', 'নেত্রীকে', 'নেতৃত্বপ্রদানকারী']
['পাগলী', 'পাগলীর', 'পাগলার', 'পাগলের', 'পাগলি', 'পাগল', 'পাগলাপীর', 'পাগলু', 'পাগলপারা', 'পাগলপন্থী']
['প্রিয়', 'প্রিয়', 'প্রিয়দর্শী', 'প্রিয়পাত্রী', 'প্রেমী', 'প্রিয়তমার', 'প্রিয়পাত্র', 'প্রিয়জন', 'প্রিয়ভাষিণী', 'প্রিয়জন']
['কনিষ্ঠ', 'কনিষ্ঠতম', 'কমবয়সী', 'লঘিষ্ঠ', 'কিশোরী', 'কমবয়সী', 'ক্ষুদ্রকাঠী', 'কমবয়েসী', 'ক্ষুদ্রতর', 'সর্বকনিষ্ঠ']
['লোক', 'মানুষী', 'মানুহ', 'লোকমান', 'ব্যক্তি', 'ব্যক্তিমানুষ', 'মানুষিক', 'লোকক', 'মানুষজন', 'মানুষ']
['শ্রমিক', 'কর্মী', 'কর্মকার', 'চাকরিজীবীর', 'কর্মীর', 'কর্মচারি', 'চাকরিজীবী', 'শ্রমিকের', 'কর্মকারের', 'শ্রমজীবী']
['বাবা', 'পিতা', 'বাবাই', 'পিতৃ', 'বাবাকে', 'বাবার', 'পিতাই', 'বাবামা', 'বাপের', 'বাবাও']
['চাচা', 'চাচাও', 'চাচী', 'চাচাত', 'খালা', 'শ্বাশুড়ি', 'চাচীর', 'চাচাতো', 'চাচার', 'চাচাতো']
['দাদা', 'দাদু', 'দাদুর', 'দাদাভাই', 'দাদী', 'আব্বা', 'আব্বস', 'বড়ভাই', 'বড়ভাই', 'দাদাপীর']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নানার', 'নানাকি', 'নানান', 'নানাজনের', 'নানাবতী', 'নানাপ্রকার', 'নানাবাড়ি', 'নানাসে', 'নানারূপ']
['জেলে', 'জেলেই', 'জেলেকে', 'জেলের', 'জেলহাজতে', 'জেলেও', 'জেলবন্দী', 'কারাগারে', 'জেলখানায়', 'জেল']
['ধোপা', 'ধোপাপাড়া', 'ধাবা', 'ধোপার', 'ধোওয়া', 'ধোপাঘাটা', 'ধড়ক', 'ধোয়া', 'ধামা', 'ধোয়ার']
['বেদে', 'পীরে', 'কূলে', 'বালুতে', 'খাদে', 'তূলনায়', 'সমুদ্রপৃষ্ঠে', 'সমুদ্রতলে', 'তীরে', 'সমুদ্রতটে']
['গুরু', 'গুরুর', 'ਗੁਰੂ', 'গুরুই', 'উস্তাদ', 'গুরুজন', 'গুরুকে', 'ওস্তাদ', 'প্রাধ্যক্ষ', 'গুরুপদ']
['ছেলে', 'ছে\u200cলে', 'ছেলেকে', 'ছেলের', 'ছেলেই', 'ছেলেটা', 'ছেলেশিশু', 'ছেলেসন্তান', 'ছেলেটি', 'ছেলেটার']
['বর', 'বরই', 'বরও', 'বির', 'বরের', 'বী', 'বরদা', 'বুর', 'বৈ', 'বরজ']
['বাদশা', 'বাদশার', 'বাদশাকে', 'বাদশাহরা', 'বাদশাহো', 'বাদশাহের', 'রাজদূত', 'বাদশাহ', 'রাষ্টদূত', 'বাদশাহি']
['কাঙ্গাল', 'কাঞ্জোয়াল', 'কাঞ্জিলাল', 'কাঙ্গালিনী', 'কিংসলের', 'গঙ্গাজল', 'কাংরা', 'নাঙ্গাল', 'গালানগল', 'ক্যানাল']
['বাঘ', 'বাঘটি', 'বাঘও', 'বাঘই', 'বাঘী', 'বাঘি', 'বাঘের', 'বাঘেল', 'বাঘবেড়', 'বাঘে']
['যোগী', 'যোগীর', 'যোগি', 'যোগীকে', 'যোগিনী', 'যোগেশ্বরী', 'যোগেশ্বর', 'যোগেশ', 'যোগীরা', 'যোগিনীর']
['তেজস্বী', 'তেজস্বিনী', 'তেজস্বীর', 'তেজস্ক্রিয়', 'তেজুকার', 'তেজুকা', 'তেজস', 'তেজু', 'তেজস্ক্রিয়', 'তেজদীপ্ত']
['কিশোর', 'কিশোরী', 'কিশোরই', 'কিশোরের', 'কিশোরটি', 'কিশোরকে', 'কিশোরীর', 'কিশোরীকে', 'অল্পবয়স্ক', 'অল্পবয়সী']
['নর', 'নার', 'নল', 'নরের', 'নদ', 'নরা', 'নোর', 'নরি', 'নলের', 'নুর']
['সুন্দর', 'সুদর্শন', 'সুন্দরী', 'সুন্দরের', 'সুদৃশ্য', 'সুদর্শনের', 'সৌন্দর্যময়', 'সুন্দরীর', 'সৌন্দর্যমণ্ডিত', 'সৌন্দর্যমন্ডিত']
['গুণবান', 'গুণী', 'গুণকাম', 'গুণীর', 'গুণগ্রাহী', 'গুণসম্পন্ন', 'গুণান্বিত', 'গুণনীয়ক', 'গুণীজন', 'গুণবতী']
['পুণ্যবান', 'পুণ্যময়', 'গুণবান', 'গুরুত্তপূর্ণ', 'আশীর্বাদপুষ্ট', 'সুপণ্ডিত', 'সাধু', 'গুণী', 'গুরুত্মপূর্ণ', 'গদার']
['বুদ্ধিমান', 'বুদ্ধিমতী', 'বিজ্ঞ', 'বুদ্ধিসম্পন্ন', 'বুদ্ধিদীপ্ত', 'বিজ্ঞের', 'বুদ্ধিমানের', 'বুদ্ধিমত্তাসম্পন্ন', 'বুদ্ধির', 'জ্ঞানী']
['শ্রীমান', 'শ্রীমদ্', 'শ্রীম', 'শ্রীমন্ত', 'শ্রীমৎ', 'শ্রীশৈলম', 'শ্রীরাম', 'শ্রীমা', 'শ্রীরঙ্গম', 'শ্রীশৈলমের']
['বিজয়', 'বিজয়', 'বিজয়া', 'বিজয়পাত', 'জয়', 'জয়টি', 'বিজয়ের', 'জয়লাভ', 'জয়', 'বিজয়ন']
['লেখক', 'লেখকই', 'রচনাকার', 'লেখকের', 'রচনাকারী', 'লেখিকার', 'প্রণেতা', 'প্রণেতার', 'লেখনীর', 'লেখকও']
['গায়ক', 'গায়কোয়াড়', 'গায়ক', 'গীতকার', 'গীতিকার', 'গায়কীর', 'গায়িকার', 'গায়কি', 'গায়কী', 'গায়কের']
['খোকা', 'খোকার', 'খোকাবাবু', 'খোকাকে', 'বাচ্চাকাচ্চা', 'বাচ্চা', 'বাচ্চাটা', 'খুদে', 'বালকি', 'বাচ্চাটি']
['ছাত্র', 'শিক্ষার্থী', 'ছাত্রী', 'ছাত্রছাত্রী', 'ছাত্রই', 'ছাত্রের', 'ছাত্রীর', 'ছাত্রটি', 'স্টুডেন্ট', 'ছাত্রছাত্রীকে']
['শিক্ষক', 'শিক্ষকনেতা', 'শিক্ষিকার', 'শিক্ষিকা', 'শিক্ষকই', 'শিক্ষয়িত্রী', 'অশিক্ষক', 'শিক্ষকের', 'স্কুলশিক্ষক', 'প্রশিক্ষক']
['নেতা', 'নেতা৷', 'নেতাকে', 'নেতাকেই', 'নেতৃত্বটা', 'নেতাও', 'নেত্রী', 'লিডার', 'নেতায়', 'নেতাকর্মী']
['পাগল', 'পাগলী', 'পাগলি', 'পাগলা', 'পাগলু', 'পাগলের', 'পাগলার', 'পাগলীর', 'পাগলামো', 'উন্মাদ']
['প্রিয়', 'প্রিয়', 'প্রিয়পাত্র', 'প্রিয়তম', 'প্রিয়তমার', 'প্রিয়তমার', 'প্রিয়তমেষু', 'প্রিয়তমা', 'প্রিয়পাত্র', 'প্রিয়তম']
['কনিষ্ঠ', 'কনিষ্ঠতম', 'লঘিষ্ঠ', 'সর্বকনিষ্ঠ', 'কমবয়সী', 'কমবয়সী', 'কিশোরই', 'সর্বকনিষ্ঠতম', 'ছোটর', 'ক্ষুদ্রতম']
['লোক', 'লোকক', 'ব্যক্তি', 'লোকই', 'ব্যাক্তি', 'লোকটা', 'মানুহ', 'লোকের', 'মানুষটা', 'ব্যক্তি৷']
['শ্রমিক', 'কর্মী', 'শ্রমিকের', 'শ্রমিকই', 'কর্মচারি', 'কর্মীর', 'শ্রমিককে', 'কর্মচারী', 'কর্মকার', 'চাকরিদাতা']
