['সক্ষম', 'সকর্মক', 'সক্ষমতায়', 'সক্ষমতায়', 'সক্ষমতাও', 'সামর্থ্যই', 'অক্ষ', 'সামর্থ্যে', 'ক্ষমতাই', 'সক্ষমতার']
['অবিবাহিত', 'অবিবাহিতা', 'বিবাহযোগ্য', 'বিবাহিত', 'বিবাহবহির্ভূত', 'বিবাহিতা', 'বিবাহযোগ্যা', 'অগণিত', 'বিবাহোত্তর', 'অনিবন্ধিত']
['ঠিক', 'ঠিকে', 'ঠিকই', 'ঠিকমত', 'ঠিকমতো', 'ঠিকভাবে', 'ঠিকও', 'ঠিকরে', 'ঠিকমতো', 'সঠিকই']
['নিরাপদ', 'নিরাপত্তাহীন', 'নিরাপদে', 'নিরাপদেই', 'অনিরাপদ', 'নিরাপত্তাজনিত', 'নিরাপদভাবে', 'অসুরক্ষিত', 'নিরাপত্তাহীনতায়', 'নিরাপত্তাহীনতায়']
['অপরিমিত', 'অবক্ষেপিত', 'অতিবাহিত', 'অমসৃণ', 'অবস্তুগত', 'অবসর্পিণী', 'অনুকল্পিত', 'অবকাশও', 'অমার্জিত', 'অপ্রচলিত']
['অপরিমিত', 'অপরিশোধিত', 'অখণ্ডিত', 'অবসর্পিণী', 'অনত্যম', 'অতুলনীয়', 'অনবরত', 'অবস্তুগত', 'অপ্রজনন', 'অলক্ষিত']
['লম্বা', 'লম্বাও', 'লম্বায়', 'লম্বাই', 'লম্বায়', 'দীর্ঘ', 'লম্বক', 'সুদীর্ঘ', 'দৈর্ঘ্য', 'দীর্ঘায়ু']
['দীর্ঘ', 'দীর্ঘকালীন', 'দীর্ঘায়িত', 'দীর্ঘ্য', 'দীর্ঘসময়', 'দীর্ঘতর', 'দীর্ঘদেহী', 'দীর্ঘকাল', 'দীর্ঘই', 'সুদীর্ঘ']
['ভিজা', 'ভিতা', 'ভিসা', 'ভিজতে', 'ভিসায়', 'ভিজ', 'ভিসতা', 'ভিজে', 'ভিসে', 'ভিসাও']
['অনুপম', 'পুরু', 'অব্যহতির', 'অনত্যম', 'অপরিমিত', 'অখণ্ড', 'অযোধ্যা', 'অপরিশোধিত', 'অবসর্পিণী', 'অচলপুর']
['অতিবাহিত', 'অবক্ষেপিত', 'অনুকল্পিত', 'অলক্ষিত', 'অনভিপ্রেত', 'অতিরঞ্জিত', 'অবসর্পিণী', 'অপ্রচলিত', 'অখননকৃত', 'অপরিমিত']
['আঁটসাঁট', 'অবক্ষেপিত', 'অবক্ষেপণ', 'অবিরত', 'অপসারিত', 'তিরোধান', 'আঁটছে', 'অবকাশে', 'অকপট', 'অক্ষাংশের']
['ভালো', 'ভালোই', 'ভালে', 'ভালই', 'ভাল', 'ভালো', 'ভালভাবে', 'ভালোভাবে', 'ভালোভাবে', 'ভালোও']
['খোলা', 'খোলায়', 'খোলনলচে', 'খোলানো', 'খোলেন', 'খোলে', 'খোলামেলা', 'খোলাই', 'খোলামোড়া', 'খোলসে']
['পরিষ্কার', 'পরিষ্কারে', 'পরিষ্কারক', 'পরিষ্কারের', 'পরিষ্কারই', 'অপরিষ্কার', 'অষ্টপরিষ্কার', 'পরিষ্কারভাবে', 'পরিষ্কারভাবেই', 'পরিস্কারভাবে']
['অতিশীতল', 'অসমতল', 'অতুলনীয়', 'অবসর্পিণী', 'অকালী', 'অমুল্য', 'অপরিশোধিত', 'অখণ্ডিত', 'অলক্ষ্মী', 'অতিমহানগরী']
['অকর্মক', 'সরুপ', 'অভাবনীয়', 'অপ্রাপ্তির', 'অভাবনীয়', 'অব্যক্ত', 'অভীক', 'অসঙ্গত', 'অকশনস', 'অক্ষতিকর']
['অক্ষম', 'অক্ষমতার', 'অক্ষমতাজনিত', 'অক্ষতই', 'অসমর্থ', 'অযোগ্যতার', 'অভাবনীয়', 'অক্ষমতা', 'অভাবনীয়', 'অসামর্থ্য']
['অচল', 'অচলা', 'সরস', 'সরুপ', 'তাড়িত', 'অপারগ', 'অবসাদ', 'অসারতা', 'অমুক', 'অসমর']
['অচেতন', 'অভাবিত', 'অসমাপিকা', 'অচল', 'অসঙ্গত', 'অসারতা', 'অকশন', 'অচলায়তন', 'অপ্রচলিত', 'অপারগ']
['অনুকূল', 'আদৃত', 'অতিকথন', 'অনুশিলন', 'অনুকূলিত', 'অনুকুল', 'অধিতল', 'অপরিণত', 'অনুনাদিত', 'সরণি']
['অনুরাগ', 'অনুরাগের', 'অনুরাগী', 'অনুরাগীর', 'আজ্ঞা', 'অনুরাসিরি', 'অনুয়ায়ী', 'অনুরুপ', 'অনুদিত', 'কর্তিত']
['অহিংস', 'লঙ্ঘনের', 'লঙ্ঘন', 'সহিংস', 'দ্বৈপায়ন', 'লঙ্ঘনকে', 'অরুপ', 'অপমৃত্যু', 'অপঘর্ষক', 'সরুপ']
['আলস্য', 'সরস', 'সাল্ভাত', 'আলমাস', 'আলহাজ', 'সালথায়', 'সালাত', 'সরাব', 'সরালে', 'সরালেন']
['আসক্ত', 'সাবিত', 'অভুক্ত', 'পরিবৃত্ত', 'সমাপতিত', 'শনাক্ত', 'আসক্তির', 'পরিচত', 'সমালোচিত', 'বিযুক্ত']
['আস্তিক', 'সরস', 'সরণী', 'সঞ্চারিত', 'সহজানন্দ', 'আত্রাশ', 'আসক্তি', 'আবেশ', 'সরজ', 'আবেদীন']
['ইতর', 'ইতে', 'যাবত', 'যায়', 'ছাড়ি', 'সরস', 'شاہ', 'সখিনা', 'সরালে', 'ইতনা']
['উচ্চ', 'সরস', 'সরবোচ্চ', 'সর্বোচ', 'সওয়া', 'উচ্চে', 'স্বার', 'উচ্ছাস', 'সাবস্ত', 'শিশ্ন']
['উৎকৃষ্ট', 'উৎকৃষ্টতর', 'শ্রেষ্ঠ', 'ভালো', 'সর্বোৎকৃষ্ট', 'ভালো', 'ভালভাল', 'ভাল', 'সতম', 'ভালে']
['অতিকায়', 'সরস', 'সরণি', 'সরালে', 'সমঝোতা', 'সমঝোতায়', 'অতিতের', 'সরবে', 'অতল', 'অতিকথন']
['উন্নত', 'উন্নতর', 'উন্নততর', 'উন্নতি', 'উন্নতির', 'উন্নতিতে', 'উন্নিত', 'উন্নয়ণ', 'উন্নতিই', 'উন্নতিকরণ']
['উন্নতি', 'উন্নতির', 'উন্নতিকরণ', 'উন্নতিতে', 'উন্নতর', 'উন্নত', 'উন্নতিকে', 'উন্নতিটা', 'উন্নতিই', 'উন্নততর']
['উপকারিতা', 'উপকারিতার', 'উপযোগ', 'ফেণী', 'মহাফেজখানা', 'উপকািরতা', 'সরস', 'উপকথার', 'জাহিদা', 'সরহপাদা']
['উষ্ণ', 'উষ্ণতম', 'উষ্ণতর', 'উষ্ণায়ন', 'উষ্ণতা', 'উষ্ম', 'উষ্ণতার', 'উষ্ণশোণিত', 'উষ্কে', 'উষ্ণতাও']
['কচি', 'কুচি', 'কচা', 'করচি', 'কুকি', 'কোচকে', 'খুসী', 'সরস', 'কসাই', 'কাসুরি']
['কুৎসিত', 'ঘৃণ্য', 'ক্ষুণ্ন', 'অরুন্ধতী', 'বিষণ্ণ', 'ভূল', 'জঘন্য', 'অসুন্দর', 'ভয়াবহ', 'স্ফীত']
['', '', '', '', '', '', '', '', '', '']
['কৃতজ্ঞ', 'কৃতজ্ঞতা', 'কৃতজ্ঞতায়', 'কৃতজ্ঞতার', 'কৃতজ্ঞতাস্বরূপ', 'কৃতজ্ঞচিত্তে', 'কৃতি', 'কৃতদাস', 'কৃতার্থ', 'কৃতিত্বে']
['কোমল', 'কমাল', 'সরস', 'কমল', 'সরহ', 'কোমলতা', 'কোমাল', 'যালেম', 'কমলকে', 'যাল']
['গণ্য', 'স্বজন', 'উপভোক্তা', 'তদের', 'বৎস', 'বস্তুদের', 'ব্যক্ত', 'লোকেরা', 'মস্ত', 'পরলোক']
['সরস', 'খুচরা', 'খুর', 'সরাব', 'যাহরা', 'সমঝোতা', 'খুকু', 'সুতরা', 'সরভাজা', 'সরোদের']
['গরিষ্ঠ', 'বরিষ্ঠ', 'বিশিষ্ঠ', 'কনিষ্ঠ', 'বিশিষ্ট', 'সুক্ষ', 'সরস', 'সুতীক্ষ্ণ', 'জেষ্ঠ', 'সরব']
['খ্যাতি', 'খ্যাতিকে', 'খ্যাতির', 'খ্যতি', 'খ্যাতিতে', 'খ্যাতিলাভ', 'খ্যাতিমান', 'খ্যাতিও', 'খ্যাতনামা', 'আখ্যাত']
['খ্যাত', 'আখ্যাত', 'খ্যাতনামা', 'সাবিত', 'খ্যাপ', 'সরস', 'খ্যাতিলাভ', 'অভিমত', 'খ্যাতির', 'প্রখ্যাত']
['গঞ্জনা', 'গঞ্জা', 'গাঞ্জা', 'গাজনা', 'গুঞ্জা', 'গাইঞ্জা', 'ঘানা', 'গন্ডোয়ানা', 'গঞ্জাম', 'গঞ্জ']
['গরল', 'গরুই', 'বহল', 'সুতোয়', 'দারহাল', 'বহাল', 'সরব', 'গ্রূপ', 'গুড়', 'গলগল']
['গৌণ', 'গৌছ', 'গৌরী', 'গৌহাটী', 'গৌরীর', 'গদ্য', 'গৌতম', 'গৌহাটির', 'গজনী', 'গৌরীকে']
['চঞ্চল', 'চঞ্চলা', 'সরস', 'সঞ্জিত', 'সঞ্চালণ', 'সঞ্চারিত', 'সরুপ', 'সরোদ', 'সরলরেখা', 'খালাত']
['জটিল', 'জটিলতার', 'জটিলতায়', 'জটিলতায়', 'জটিলের', 'জটিলতা', 'জটিলতাই', 'জটিলই', 'জটিলতর', 'জটিলতাকে']
['জ্ঞানী', 'জ্ঞানীর', 'জ্ঞানের', 'জ্ঞানীদের', 'জ্ঞানদাস', 'জ্ঞানদা', 'জ্ঞাতিদের', 'সজ্ঞান', 'জ্ঞানকে', 'জ্ঞানদাসের']
['সরস', 'ঠুনকো', 'সগত', 'সমঝোতা', 'ঠুকে', 'ঠুস', 'সরোদে', 'ঠুকলে', 'ঠাকুমা', 'সরযূর']
['দুরন্ত', 'দুরন্তপনা', 'বয়াতী', 'দুরন্তপনার', 'মড়ক', 'আবাদা', 'পুদিত', 'বদান্যতা', 'বয়লার', 'বাদ্যি']
['সরস', 'দুর্নাম', 'সরুপ', 'দুর্গম', 'দুর্জয়', 'দুর্বাসা', 'খাফরে', 'সরোদ', 'দুর্ভাগা', 'দুর্বাসার']
['দুর্ভাগ্য', 'দূর্ভাগ্য', 'দুর্ভাগ্যের', 'দূর্ভাগ্যের', 'দুর্ভাগ্যকে', 'দুর্ভাগ্যই', 'হতভাগ্য', 'দুর্ভাগ্যে', 'দুর্ভাগ্যজনক', 'দুর্দশা']
['দেশী', 'দেশি', 'সরস', 'দেশাই', 'বাদেশি', 'দেশই', 'দেশভাগ', 'দেশভাগের', 'সগত', 'দেশনা']
['সরস', 'ধূর্ত', 'তাড়িত', 'সরুপ', 'সরোদ', 'সরলরেখা', 'সুপ্ত', 'সাবিত', 'সরব', 'ব্যপ্ত']
['দোষ', 'দোষও', 'দোষই', 'দোষটা', 'দোষারোপ', 'দোষেই', 'দোষের', 'দোষে', 'দোষীকে', 'দোষারোপের']
['দোষী', 'দোষীর', 'দোষীকে', 'দোষারোপের', 'দোষারোপ', 'দোষও', 'দোষই', 'দোষীদের', 'দোষের', 'দোষটা']
