['চাচা', 'চাচাকে', 'আংকেল', 'আঙ্কল', 'নানু', 'আঙ্কর', 'আঙ্কেল', 'চাচাতো', 'মামা', 'মা']
['নর', 'নার', 'নরা', 'নুরে', 'নিরেন', 'নুর', 'নির', 'নিরোকে', 'নর্দ্দা', 'নিরো']
['সুন্দর', 'সুন্দরম', 'সুন্দরি', 'সুন্দরতম', 'সুন্দরী', 'সুদর্শন', 'সুন্দরীর', 'সৌন্দর্যই', 'সুন্দরের', 'সৌন্দর্যময়']
['গুণবান', 'গালিচা', 'কছুন্দী', 'গুবরেপোকা', 'খরণদ্বীপ', 'গুঁইসাপের', 'গুঁইসাপ', 'চৌবাচ্চা', 'সাদামাটা', 'কুশপুত্তলিকা']
['পুণ্যবান', 'খুঁইজ্যা', 'পুণ্যলতা', 'পেচ্ছাপ', 'পুণ্যময়', 'ধানুকা', 'পূণ্যময়', 'দর্শায়', 'ধানীখোলা', 'ক্ষুদা']
['বুদ্ধিমান', 'বুদ্ধিমানের', 'বুদ্ধিমতি', 'বুদ্ধিমত্তা', 'বুদ্ধিমতী', 'শুদ্ধি', 'সুবুদ্ধি', 'বুদ্ধিমত্তায়', 'বুদ্ধিমত্তায়', 'উপলদ্ধি']
['শ্রীমান', 'শ্রীমা', 'শ্রীমদ্', 'শ্রীকান্তকে', 'শ্রীপ্রিয়া', 'শ্রীময়ী', 'শ্রীমুখ', 'শ্রীরামকে', 'শ্রীম', 'শ্রীনগর']
['বিজয়', 'বিজয়ন', 'বিজয়া', 'জয়ধ্বনি', 'জয়ধ্বনী', 'জয়ধ্বজ', 'বিজিতা', 'বিজয়গড়', 'বিজয়িনী', 'বিজয়ের']
['পাঠক', 'পাঠকের', 'পাঠকক্ষ', 'পাঠককে', 'পাঠকারী', 'পাঠকে', 'পাঠকরা', 'পাঠকই', 'পাঠকদের', 'পাঠকেরা']
['গায়ক', 'গায়িকা', 'গায়িকাকে', 'গায়িকার', 'গায়কের', 'গায়ত্রী', 'গায়িকারা', 'গায়িকার', 'গানকে', 'গায়ককে']
['খোকা', 'শলাকা', 'খুচরা', 'কেলোকা', 'খোজা', 'কল্লা', 'ছোরা', 'ঠোকা', 'বাদকুল্লা', 'পাক্তিকা']
['ছাত্র', 'ছাত্রের', 'ছাত্রে', 'ছাত্রীর', 'ছাত্রকে', 'ছাত্রছাত্রীর', 'শিষ্যের', 'ছাত্রদের', 'শিষ্যদের', 'ছাত্রলীগের']
['শিক্ষিকা', 'শিক্ষকনেতা', 'শিক্ষক', 'শিক্ষকতার', 'শিক্ষিকার', 'শিক্ষকবৃন্দ', 'শিক্ষিকাকে', 'শিক্ষকের', 'শিক্ষকতা', 'শিক্ষকই']
['নেতা', 'নেতার', 'নেতায়', 'নেতায়', 'নেতাজীর', 'নেতাকে', 'নেতাজী', 'নেতাজি', 'নেতাই', 'নেতাও']
['পাগলা', 'পাগল', 'পাগলায়', 'পাগলামি', 'পাগলি', 'পাগলী', 'পাগলের', 'পাগলাটে', 'পাগলার', 'পাগলকে']
['প্রিয়', 'প্রিয়তমা', 'প্রিয়তম', 'প্রিয়', 'প্রিয়তা', 'প্রিয়তমা', 'প্রিয়জন', 'প্রিয়কের', 'প্রিতম', 'প্রেমাম']
['কনিষ্ঠ', 'ক্যত', 'কুষ্ঠ', 'বরইতলা', 'শাকল্য', 'প্রচণ্ড', 'কোষ্ঠ', 'স্বল্পতা', 'কাষ্টম', 'ছোঁয়াচে']
['লোক', 'লোকজন', 'লোকজন', 'লোকটা', 'লোকটির', 'লোকসভায়', 'গণ্য', 'লোককে', 'লোকের', 'লোককে']
['শ্রমিক', 'শ্রমিকনেতা', 'শ্রমিকের', 'শ্রমিককে', 'শ্রমের', 'শ্রমিকশ্রেণির', 'শ্রমিকরা', 'শ্রমিকদের', 'শ্রমিকগণ', 'চাকুরী']
['বাবা', 'বাপা', 'আব্বা', 'বাপ', 'বাবাও', 'বাপের', 'বাবর', 'বাবে', 'আবাবা', 'পিতি']
['চাচা', 'আঙ্কল', 'চাচাকে', 'আংকেল', 'চাচাতো', 'আঙ্কেল', 'আঙ্কর', 'মামা', 'চাচাতো', 'আঙ্কোলা']
['দাদা', 'দাদু', 'দাদি', 'দাদন', 'দাদার', 'দাদরি', 'দাদী', 'দাদীর', 'দাদাজী', 'পরদাদা']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নাজনা', 'নাইনা', 'নুনা', 'নুন্দা', 'নিয়া', 'নানি', 'নিনা', 'নান্না', 'য়ানা']
['জেলে', 'জেলখানায়', 'জেলেই', 'কারাগারে', 'জেলখানায়', 'জেলহাজতে', 'কারাদন্ডে', 'জেলের', 'জেলখানা', 'কারাদণ্ডে']
['ধোপা', 'ধোবাউড়া', 'ধাঁচ', 'মাতলা', 'ধনেপাতা', 'ভুঁড়ি', 'ধাঁপ', 'ভোজদেব', 'মোদ্দা', 'কুপতলা']
['বেদে', 'বেদকে', 'বেদখলে', 'আদরে', 'বেজায়', 'আদুরে', 'সরোদে', 'ভোগা', 'আবাদে', 'বেদই']
['গুরু', 'গুঁতো', 'গুণ্ডা', 'খুচরা', 'বহুধা', 'রাধা', 'গুরুমা', 'গুরা', 'গগনা', 'খৎনা']
['ছেলে', 'ছেলেরে', 'ছেল', 'ছেলেমেয়ে', 'ছেলেবেলা', 'ছেলেই', 'ছেলের', 'ছেলেকে', 'পুত্রা', 'বালকা']
['বর', 'বারা', 'বেরা', 'পরিখা', 'বরের', 'বহি', 'বরাবর', 'তরলা', 'বরা', 'সোঁটা']
['বাদশা', 'বাদশাকে', 'বাদশাহকে', 'বাদশাহো', 'বাদশাহী', 'উপাসনা', 'বাদশাহ', 'বাদশাহর', 'পদবীকে', 'উপাসনাকে']
['কাঙ্গাল', 'কুনহাল', 'কঙ্কালীতলা', 'কান্ধলভি', 'কাঞ্চনমালা', 'কোংকা', 'কুঞ্জলতা', 'কলিন্দা', 'কুঞ্জে', 'কেঁওচিয়া']
['বাঘ', 'বাঘের', 'বাঘে', 'বাঘকে', 'বাঘটিকে', 'বাঘও', 'বাঘায়', 'বাঘি', 'বাঘবেড়', 'বাঘী']
['যোগী', 'যোগিতা', 'যোগদা', 'যোজনী', 'সহযোগিতা', 'যোগীর', 'যোগীকে', 'সমাগমের', 'যোগাযোগ', 'আহোক']
['তেজস্বী', 'তেজস্বীর', 'তপস্বী', 'তেজহাটী', 'পরমাত্মা', 'ছত্তারখালী', 'পদ্মাবতী', 'অতিথিশালা', 'ইন্দুভূষণ', 'তরপুরচণ্ডী']
['কিশোর', 'কিশোরীর', 'কিশোরের', 'কিশোরীটির', 'কিশোরী', 'কিশোরীকে', 'কিশোরীটি', 'কিশোরকালীন', 'ছুটিপুর', 'ছোটভাকলা']
['নর', 'নুর', 'নার', 'নুরে', 'নরা', 'নিরো', 'নিরোকে', 'নরুল', 'নিরেন', 'নদর']
['সুন্দর', 'সুন্দরম', 'সুন্দরতম', 'সুন্দরি', 'সুন্দরী', 'সুদর্শন', 'সুন্দরীর', 'সুন্দরের', 'সুক্ষ্ম', 'সৌন্দর্যই']
['গুণবান', 'মগনামা', 'গুণবতী', 'কছুন্দী', 'সাদামাটা', 'শালবনী', 'খরণদ্বীপ', 'গুণতিলকা', 'বাদামতলা', 'গুণকাম']
['পুণ্যবান', 'পুণ্যলতা', 'প্রযত্ন', 'ক্ষ্যাপা', 'পরিশ্রান্ত', 'প্রান্তস্থ', 'প্রতিসাম্য', 'রত্নমালা', 'পরিন্দা', 'খুঁইজ্যা']
['বুদ্ধিমান', 'বুদ্ধিমানের', 'বুদ্ধিমতি', 'বুদ্ধিমত্তা', 'বুদ্ধিমতী', 'শুদ্ধি', 'সুবুদ্ধি', 'বুদ্ধিমত্তায়', 'বুদ্ধিমত্তায়', 'উপলদ্ধি']
['শ্রীমান', 'শ্রীমা', 'শ্রীমদ্', 'শ্রীময়ী', 'শ্রীম', 'শ্রীপ্রিয়া', 'শ্রাইন', 'শ্রীশ্রী', 'শ্রীকান্তকে', 'শ্রীমতি']
['বিজয়', 'বিজিতা', 'জয়ধ্বজ', 'জয়ধ্বনী', 'জয়ধ্বনি', 'বিজয়ন', 'বিজয়নগরে', 'বিজয়া', 'বিজয়পাত', 'বিজয়ের']
['পাঠক', 'পাঠকের', 'পাঠকক্ষ', 'পাঠককে', 'পাঠকারী', 'পাঠকরা', 'পাঠকদের', 'পাঠকে', 'পাঠিকা', 'পাঠকই']
['লেখক', 'লেখিকা', 'লেখকের', 'লেখনী', 'লেখিকার', 'লেখনীর', 'লিখক', 'লেখিকাদের', 'লেখিকাকে', 'লেখককে']
['খোকা', 'শলাকা', 'ঠোকা', 'মোদ্দা', 'শালদা', 'বহুধা', 'বাগধা', 'খুচরা', 'উপজেলা', 'ছোরা']
['ছাত্র', 'ছাত্রে', 'ছাত্রের', 'ছাত্রীর', 'ছাত্রকে', 'ছাত্রবৃত্তি', 'ছাত্রছাত্রীর', 'ছাত্রত্ব', 'ছাত্রবৃত্তির', 'ছাত্রলীগের']
['শিক্ষক', 'শিক্ষিকা', 'শিক্ষকনেতা', 'শিক্ষকতার', 'শিক্ষকের', 'শিক্ষকবৃন্দ', 'শিক্ষিকার', 'শিক্ষককে', 'শিক্ষকগণের', 'শিক্ষাদর্শন']
['নেতা', 'নেতার', 'নেতায়', 'নেতায়', 'নেতাজী', 'নেতাকে', 'নেতাজীর', 'নেতাজি', 'নেতৃবৃন্দের', 'নেতাই']
['পাগল', 'পাগলা', 'পাগলী', 'পাগলায়', 'পাগলি', 'পাগলীর', 'পাগলামি', 'পাগলের', 'পাগলাটে', 'পাগলও']
['প্রিয়', 'প্রিয়তমা', 'প্রিয়তম', 'প্রিতম', 'প্রিয়জন', 'প্রিয়তা', 'প্রিয়', 'প্রিয়তা', 'প্রিয়জনের', 'প্রিয়তমা']
['কনিষ্ঠ', 'গরিষ্ঠ', 'বরইতলা', 'অল্পে', 'ব্যাপ্তি', 'স্বল্পতা', 'শিষ্ট', 'অশিষ্ট', 'উর্ধতন', 'প্রান্তভাগ']
