['অলীক', 'ভক্ষ্য', 'অলঙ্কৃতা', 'উল্লুক', 'ভবিষ্য', 'ভবিষ্যৎ', 'উল্লেখজনক', 'ভবপ্রীতানন্দ', 'অভেদ্য', 'ফলশ্রুতি']
['অতীত', 'অতীতকে', 'অতীতের', 'অতীব', 'অতীতও', 'অতীন', 'অতীতেও', 'অতীতে', 'অগপর', 'অতীতেই']
['অলীক', 'ওলীদ', 'অলংকরণ', 'অলমের', 'লালজসেক', 'অভিলাষী', 'অভিশংসক', 'লুবেক', 'অলাভ', 'অলংকরন']
['আকর্ষণ', 'আকর্ষণকে', 'আকর্ষণে', 'আকর্ষণের', 'আকর্ষণী', 'আকর্ষনের', 'আকর্ষণই', 'আকর্ষন', 'আকর্ষনে', 'আকর্ষণেই']
['আগমন', 'আগমণ', 'আগমণের', 'আগমনের', 'আগমনে', 'আগমনকে', 'আগোত', 'আগমনী', 'পৌঁছয়', 'আসতার']
['আজ', 'আজকে', 'আজকের', 'এদিন', 'আজকেও', 'আজই', 'আজকালের', 'আজকাল', 'আজকেই', 'আইদিন']
['আদি', 'আদব', 'আদমি', 'আদী', 'ইদি', 'আদতে', 'আদা', 'আদিতে', 'আদৌ', 'আদমজী']
['আবশ্যক', 'আবশ্যিক', 'কশ্যপের', 'বোধহয়', 'নিশ্চই', 'অত্যাবশ্যক', 'পরোয়া', 'নিশ্চিন্তেই', 'নিশ্চয়তার', 'উদ্দশ্যে']
['আরোহন', 'আরোহনের', 'আরোহী', 'স্বন', 'রোখা', 'আনয়ণ', 'আয়োজন', 'যোহন', 'রসবোধকে', 'আরোহণে']
['আলো', 'আলোর', 'জানাল', 'বাতিসা', 'আলোটা', 'আকাবাদ', 'বাতিন', 'জ্বালাও', 'বাতিক', 'আলোসহ']
['আশীর্বাদ', 'আশীর্বাদের', 'প্রশংসায়', 'আশীর্বাদধন্য', 'আশীর্বাদে', 'প্রশংসাই', 'আশীর্বাদস্বরূপ', 'প্রশংসা', 'প্রশংসাও', 'প্রশংসায়']
['ইচ্ছুক', 'ইচ্ছার', 'ইচ্ছাশক্তি', 'ইচ্ছাপুর', 'ইচ্ছাপত্র', 'ইচ্ছের', 'ইচ্ছানুযায়ী', 'ইচ্ছাটি', 'ইচ্ছাশক্তির', 'ইচ্ছেয়']
['ইহকাল', 'পুরাণের', 'সমকাল', 'বয়সজনিত', 'বয়শে', 'পরকালীন', 'প্রতিমান', 'মেয়াদকাল', 'বাল্যকাল', 'দৈব']
['উত্তর', 'উত্তরও', 'উত্তরই', 'উত্তরেও', 'উত্তরখান', 'উত্তরটা', 'উত্তরণ', 'উত্তরের', 'উত্তরোত্তর', 'উত্তরটি']
['', '', '', '', '', '', '', '', '', '']
['উত্থান', 'উত্থানের', 'উত্ত', 'উত্তোলন', 'উতসব', 'উত্থানকে', 'উঠিয়া', 'উতপন্ন', 'উতবা', 'উতলা']
['উদয়', 'প্রবাহও', 'উদয়ের', 'বজায়', 'বহিছে', 'উদয়ন', 'খেদাও', 'দাপিয়ে', 'শেঠি', 'যদুবংশ']
['অতিবৃষ্টি', 'অষ্টভুজা', 'অতিবৃষ্টির', 'আজমলকে', 'আনাপানস্মৃতি', 'অতিসত্বর', 'অবনমিত', 'উত্পাদনে', 'অষ্টবসু', 'পরম্পরায়']
['উজান', 'উজানের', 'উজানে', 'উসমান', 'ওশেন', 'উসাইন', 'উজানির', 'উসেইন', 'অাসেন', 'উজানি']
['উৎরাই', 'উৎরে', 'পূবের', 'তৎপরতাই', 'তরণ', 'উপায়ে', 'উত্সব', 'আদায়', 'পরবাসে', 'উৎপল']
['উত্তীর্ণ', 'উত্কীর্ণ', 'সূক্ষ্ণ', 'উত্পন্ন', 'চৌদ্দতম', 'উত্তির্ণ', 'স্বরবর্ণ', 'দ্বারস্থ', 'উত্তীর্ন', 'খপ্পর']
['', '', '', '', '', '', '', '', '', '']
['ঊষা', 'যোধপুর', 'রূপো', 'বস্তুকে', 'পাবনায়', 'গোসাঁইর', 'তুঁহু', 'পরশুই', 'খেপু', 'রূপাই']
['একাল', 'একালের', 'এপসম', 'তবিবর', 'আছপিয়া', 'যদুবংশ', 'সন্তরণ', 'বছিলা', 'বহালের', 'বছিলায়']
['', '', '', '', '', '', '', '', '', '']
['এখন', 'এখনে', 'এখনো', 'এখনের', 'এখনকার', 'এখনেই', 'এখনই', 'সখনো', 'এখনি', 'আজকেই']
['কল্পনা', 'কল্পনাকে', 'কল্পনার', 'কল্পনাও', 'কল্পনাই', 'কল্পনায়', 'ভাবাদর্শ', 'ভাবের', 'রূপকল্পনা', 'কল্পনাশক্তি']
['কুমেরু', 'কুমিরের', 'কুমকুম', 'কুমের', 'কুমারও', 'কুমির', 'কুমকুমের', 'কুম্ভের', 'মামুনের', 'কুমহের']
['ক্ষণস্থায়ী', 'যশোবন্ত', 'পূর্বোক্ত', 'যশোবর্ধন', 'ভুক্তভোগী', 'স্তম্ভটির', 'অশ্বারোহণে', 'ব্যবধির', 'ক্ষণিকের', 'ক্ষণস্থায়ী']
['ঘৃণা', 'ঘৃণায়', 'ঘৃণার', 'ঘৃণাকে', 'ঘৃনা', 'ঘৃণাবোধ', 'ঘৃণানির্ভর', 'ঘৃণাও', 'ঘৃণায়', 'ঘৃণাভরে']
['গোপন', 'গোপনের', 'গোপনে', 'গোপনীয়তার', 'গোপনেই', 'গোপনের', 'তপ্ত', 'গুপ্ত', 'গোপনীয়', 'গোপনীয়তা']
['গুপ্ত', 'গুপ্তের', 'গুপ্তযুগ', 'গুপ্তছড়া', 'ঝাজ্জর', 'শাখাওয়াত', 'গুপ্তাঙ্গ', 'গুপ্তা', 'গুপ্তর', 'গুপ্তকথা']
['গ্রহণ', 'গ্রহণের', 'গ্রহণে', 'গ্রহনে', 'গ্রহণকে', 'আসহাব', 'গ্রহাণু', 'গ্রহাণুর', 'গ্রহন', 'গ্রহণেও']
['গ্রাম্য', 'গ্রামছাড়া', 'গ্রিম', 'গ্রায়েম', 'গ্রুম', 'গ্রাহ্য', 'গ্রমের', 'গ্রহে', 'গ্রাবরেখা', 'গ্রাহাম']
['চলিত', 'চালমাত', 'খেপে', 'প্রচলন', 'রবে', 'রতলাম', 'প্রচল', 'রুপদান', 'যেচে', 'রুপসা']
['জন্ম', 'জন্মায়', 'জন্মু', 'জন্মে', 'জন্মায়', 'জন্মাত', 'জন্মাল', 'জন্মাতো', 'জন্মনাম', 'জন্মদান']
['জরিমানা', 'জরিমানার', 'জরিমানাসহ', 'জরিমানাও', 'নিষাদের', 'পরিশোধনের', 'অনামিকার', 'অপচয়ের', 'উপপুরাণের', 'বিশোধন']
['জলে', 'জলাবন', 'জলেতে', 'জলেই', 'জলের', 'জলছাপ', 'জলঢুপ', 'জলকে', 'জলঢাকা', 'জলাশয়ে']
['জোয়ার', 'জোয়ার', 'জোয়ারের', 'জোয়াগ', 'জোয়ার্দার', 'জোহরির', 'জোয়ির', 'জোয়ারে', 'জোয়াদ্দার', 'জাপার']
['দুর্লভ', 'বিন্দুমাত্র', 'বিরল', 'অনাড়ম্বর', 'বিছিন্ন', 'দূর্লভ', 'অশিষ্ট', 'স্বকীয়', 'বিলোপ', 'বেগম']
['তিরস্কার', 'তিরস্কারের', 'ঝাজ্জর', 'অলঙ্করণের', 'আষাঢ়ের', 'আজমগড়', 'ঝাংয়ের', 'ভোগান্তির', 'শ্বশুর', 'ক্ষিপ্র']
['তুষ্ট', 'বিসর্জন', 'পুষ্ট', 'বিচ্ছু', 'তুষ্টি', 'তুঁহু', 'বেষ্টন', 'স্কন্ধ', 'গোঁজা', 'জাপায়']
['দিবা', 'দিবি', 'দিত', 'দিব্যা', 'দিযে', 'দিবালা', 'দিবাবা', 'দেবা', 'দিদা', 'দিবর']
['দিবস', 'দিবর', 'দিবসের', 'দিন', 'দিনের', 'দিনকর', 'দিনমান', 'দিনশা', 'দিনহাটা', 'দিবসকে']
['দীর্ঘায়ু', 'দীর্ঘায়ু', 'দীর্ঘদেহী', 'দীর্ঘায়ন', 'দীর্ঘপথ', 'দীর্ঘমেয়াদি', 'দীর্ঘদেহের', 'দীর্ঘকায়', 'দীর্ঘায়িত', 'দৈর্ঘ্যর']
['দূর', 'দূরতম', 'দূরের', 'দূরে', 'দূরবর্তি', 'দূরূহ', 'দূরেও', 'দূরেই', 'বেরকে', 'দূরই']
['দেনা', 'দেনায়', 'দেন', 'দাওনা', 'দিতেন', 'দোয়াও', 'দেওন', 'দেবা', 'দেওয়ায়', 'পাবন']
['নিঃশ্বাস', 'নিঃশ্বাসে', 'নিঃশ্বাসের', 'শ্বাস', 'শ্বাসন', 'শ্বাসের', 'শ্বাসকার্য', 'শ্বাসপ্রশ্বাস', 'শ্বাসরোধে', 'শ্বাসগ্রহণ']
['নির্দিষ্ট', 'নির্দিষ্টতা', 'নির্দিষ্টভাবে', 'সুনির্দিষ্ট', 'নিদিষ্ট', 'বৈশিষ্টগত', 'বৈশিষ্ট্যময়', 'বিশেষিত', 'বৈশিষ্ট', 'নির্বিশেষ']
['ন্যায়', 'ন্যাশ', 'ন্যাশকে', 'অাজও', 'ন্যাপের', 'তন্তুকে', 'অর্হৎ', 'ন্যাস্ত', 'ভন্তে', 'অধ্যায়ে']
['পূর্ণিমা', 'পূর্ণিমার', 'পূর্ণিমাকে', 'পূর্ণা', 'পরিপূর্ন', 'পূর্ণদাস', 'পূর্ণিমায়', 'পূর্ণনাম', 'পূর্ণাংগ', 'পূর্ণের']
['প্রসারণ', 'প্রসারন', 'প্রসারণে', 'প্রচালন', 'প্রসারণের', 'প্রবাহের', 'প্রচলনের', 'প্রচলন', 'প্রসব', 'প্রবঙ্গ']
['বক্তা', 'বক্তাই', 'বক্তাকে', 'বক্তাবলী', 'বক্তার', 'বাছুরের', 'বক্র', 'বাঁধের', 'বাশুলী', 'বক্তারপুর']
['প্রারম্ভ', 'প্রারাম্ভ', 'প্রাইম', 'প্রাইমাস', 'প্রাইমাল', 'প্রম্পট', 'প্রারম্ভের', 'প্রারম্ভে', 'প্রভাসের', 'প্রভেদ']
['ভূমিকা', 'ভূমিকাও', 'ভূমিকাই', 'ভূমিকায়', 'ভূমিকাকে', 'ভূমিকায়', 'ভূমিকার', 'ভুমিকা', 'ভূমিকাগুলি', 'ভূমিকাতে']
['মৌখিক', 'মাশরিক', 'মস্তকের', 'মৎস্যজীবি', 'রবিশস্য', 'ধনবাড়ী', 'মৎস্যজাত', 'বৈকুণ্ঠের', 'পনিবেশিক', 'মণিপুরি']
['দূরে', 'দূরের', 'দূরেই', 'দূরই', 'দূর', 'দূরেও', 'দূরহ', 'দূরত্বেই', 'দূরবর্তি', 'দূরত্বে']
['ভিতরে', 'ভিতরের', 'ভিতরেই', 'ভিতর', 'ভেতরে', 'ভেতরের', 'ভেতরেই', 'ভেতরই', 'ভিতরগড়', 'ভিতরেও']
['আলো', 'আলোর', 'জানাল', 'বাতিসা', 'আলোটা', 'আকাবাদ', 'বাতিন', 'জ্বালাও', 'বাতিক', 'আলোসহ']
['অনেক', 'অনেকর', 'অনেকগুণ', 'অনেকটুকু', 'অনেকটা', 'অনেকটাই', 'অনেকরকম', 'অনেকবেশি', 'অনেকাংশ', 'অনেকই']
['ডান', 'ডানাই', 'দ্যান', 'দায়ে', 'ডানা', 'দ্যঁ', 'ডজ', 'ডানি', 'দেন', 'ডান্স']
